input file is 100Square48.wav.
ファイルの長さは 48000 サンプル
サンプリング周波数は 48000 Hz
チャネル数は 1
1サンプルのビット数は 16 ビット
526133565.440002
10600694.071322
10198739.417508
9555909.062257
8710417.677148
7711490.950764
6615360.942183
5481006.269831
4365687.545212
3321018.411181
2389215.357425
1600956.443891
974079.656867
512998.760523
210159.428888
47647.069848
0.000084
37217.262359
127955.239684
242486.806794
355212.078743
446404.919291
503270.760932
520114.145889
497751.484443
442362.100303
363841.581205
274007.606808
184780.425650
106641.942331
47423.822327
11578.394353
0.000044
10284.319939
37406.777873
74654.472020
114723.696505
150737.202884
177094.807979
190243.519387
188760.275023
173518.240301
147355.077679
114366.707493
79341.294533
47044.775971
21457.884175
5371.669255
0.001907
4991.833996
18529.542648
37735.449553
59090.249545
79087.971991
94597.453936
103317.963158
104237.937669
97330.088502
83907.445737
66078.818692
46499.080209
27955.108081
12915.954081
3275.007817
0.001099
3116.124365
11714.408593
24117.726563
38193.023175
51669.888620
62446.984026
68904.291181
70191.959636
66189.282495
57603.278570
45781.243973
32522.078633
19702.649975
9194.518498
2344.488367
0.001821
2274.941925
8611.775779
17856.648250
28509.669380
38829.901219
47300.597894
52570.384808
53952.085138
51246.675647
44799.143054
35861.777874
25635.280885
15672.075568
7323.736466
1882.763183
0.009539
1836.281399
7073.444127
14719.667227
23619.441972
32429.440196
39691.378590
44473.303720
45858.836033
43750.095702
38509.183775
31104.477417
22368.181638
13686.503865
6454.511588
1671.190327
0.076754
1656.319208
6365.379536
13260.495613
21438.786299
29537.600014
36420.812116
40858.837413
42412.413222
40637.215796
35892.659273
29093.183882
20890.693759
12909.444578
6162.599127
1624.353466
0.325256
1624.353466
6162.599127
12909.444578
20890.693759
29093.183882
35892.659273
40637.215796
42412.413222
40858.837413
36420.812116
29537.600014
21438.786299
13260.495613
6365.379536
1656.319208
0.076754
1671.190327
6454.511588
13686.503865
22368.181638
31104.477417
38509.183775
43750.095702
45858.836033
44473.303720
39691.378590
32429.440196
23619.441972
14719.667227
7073.444127
1836.281399
0.009539
1882.763183
7323.736466
15672.075568
25635.280885
35861.777874
44799.143054
51246.675647
53952.085138
52570.384808
47300.597894
38829.901219
28509.669380
17856.648250
8611.775779
2274.941925
0.001821
2344.488367
9194.518498
19702.649975
32522.078633
45781.243973
57603.278570
66189.282495
70191.959636
68904.291181
62446.984026
51669.888620
38193.023175
24117.726563
11714.408593
3116.124365
0.001099
3275.007817
12915.954081
27955.108081
46499.080209
66078.818692
83907.445737
97330.088502
104237.937669
103317.963158
94597.453936
79087.971991
59090.249545
37735.449553
18529.542648
4991.833996
0.001907
5371.669255
21457.884175
47044.775971
79341.294533
114366.707493
147355.077679
173518.240301
188760.275023
190243.519387
177094.807979
150737.202884
114723.696505
74654.472020
37406.777873
10284.319939
0.000044
11578.394353
47423.822327
106641.942331
184780.425650
274007.606808
363841.581205
442362.100303
497751.484443
520114.145889
