input file is 500Sine.wav.
ファイルの長さは 8000 サンプル
サンプリング周波数は 8000 Hz
チャネル数は 1
1サンプルのビット数は 16 ビット
0.000000
0.000028
0.000012
0.000011
0.000012
0.000024
0.000026
0.000029
0.000006
0.000037
0.000003
0.000019
0.000063
0.000013
0.000001
0.000053
171798601.240819
0.000018
0.000003
0.000005
0.000011
0.000009
0.000001
0.000014
0.000009
0.000001
0.000000
0.000016
0.000016
0.000034
0.000132
0.000063
0.000186
0.000002
0.000010
0.000144
0.000202
0.000027
0.000005
0.000397
0.000150
0.000171
0.000535
0.000709
0.000051
0.000664
0.000348
0.002048
0.001316
0.004815
0.000150
0.000281
0.000062
0.003718
0.001456
0.001383
0.001356
0.000120
0.000208
0.000644
0.000226
0.000173
0.000045
0.001054
0.001587
0.000730
0.000044
0.000717
0.000389
0.000094
0.000032
0.000122
0.000025
0.000162
0.000681
0.000245
0.000271
0.001836
0.000853
0.001448
0.000907
0.000154
0.002328
0.001990
0.000135
0.022424
0.009033
0.001813
0.000621
0.006816
0.013000
0.023024
0.035598
0.015444
0.004361
0.016424
0.029965
0.000069
0.003863
0.003180
0.003786
0.002721
0.014175
0.115147
0.076761
0.016228
0.053526
0.005558
0.036160
0.046639
0.054498
0.041403
0.029907
0.240062
0.012073
0.055000
0.049542
0.023046
0.001657
0.023163
0.070974
0.025107
0.020823
0.047948
0.081972
0.058397
0.021936
0.067026
0.003906
0.067026
0.021936
0.058397
0.081972
0.047948
0.020823
0.025107
0.070974
0.023163
0.001657
0.023046
0.049542
0.055000
0.012073
0.240062
0.029907
0.041403
0.054498
0.046639
0.036160
0.005558
0.053526
0.016228
0.076761
0.115147
0.014175
0.002721
0.003786
0.003180
0.003863
0.000069
0.029965
0.016424
0.004361
0.015444
0.035598
0.023024
0.013000
0.006816
0.000621
0.001813
0.009033
0.022424
0.000135
0.001990
0.002328
0.000154
0.000907
0.001448
0.000853
0.001836
0.000271
0.000245
0.000681
0.000162
0.000025
0.000122
0.000032
0.000094
0.000389
0.000717
0.000044
0.000730
0.001587
0.001054
0.000045
0.000173
0.000226
0.000644
0.000208
0.000120
0.001356
0.001383
0.001456
0.003718
0.000062
0.000281
0.000150
0.004815
0.001316
0.002048
0.000348
0.000664
0.000051
0.000709
0.000535
0.000171
0.000150
0.000397
0.000005
0.000027
0.000202
0.000144
0.000010
0.000002
0.000186
0.000063
0.000132
0.000034
0.000016
0.000016
0.000000
0.000001
0.000009
0.000014
0.000001
0.000009
0.000011
0.000005
0.000003
0.000018
171798601.240820
0.000053
0.000001
0.000013
0.000063
0.000019
0.000003
0.000037
0.000006
0.000029
0.000026
0.000024
0.000012
0.000011
0.000012
0.000028

0.000015
0.000099
0.000184
0.000064
0.000046
0.000020
0.000022
0.000087
0.000152
0.000089
0.000100
0.000034
0.000095
0.000024
0.000039
0.000213
171798668.209697
0.000112
0.000133
0.000086
0.000076
0.000104
0.000098
0.000080
0.000091
0.000089
0.000097
0.000114
0.000109
0.000190
0.000015
0.000105
0.000121
0.000653
0.000150
0.000182
0.000617
0.000203
0.000085
0.000793
0.000043
0.000112
0.001081
0.000802
0.000255
0.000901
0.000656
0.000015
0.000418
0.003422
0.000020
0.000362
0.001122
0.002140
0.001414
0.001231
0.000265
0.000942
0.000122
0.003605
0.000106
0.000758
0.000655
0.000429
0.001846
0.000181
0.000078
0.000073
0.000029
0.000509
0.000572
0.000060
0.000061
0.000313
0.000136
0.000038
0.000098
0.001783
0.000479
0.002769
0.001153
0.007549
0.001257
0.002592
0.003580
0.000214
0.011126
0.002992
0.013249
0.013055
0.041878
0.003940
0.005627
0.007642
0.023160
0.008877
0.007112
0.044725
0.027771
0.031968
0.016963
0.059397
0.023087
0.017524
0.016503
0.024780
0.100250
0.016358
0.014543
0.124651
0.127734
0.028332
0.072729
0.432446
0.038030
0.068472
0.089099
0.068879
0.213466
0.088036
0.181672
0.078304
0.037593
0.189192
0.016317
0.045820
0.089235
0.074335
0.060562
0.074335
0.089235
0.045820
0.016317
0.189192
0.037593
0.078304
0.181672
0.088036
0.213466
