input file is 1000Sine.wav.
ファイルの長さは 8000 サンプル
サンプリング周波数は 8000 Hz
チャネル数は 1
1サンプルのビット数は 16 ビット
0.000015
0.000018
0.000123
0.000053
0.000040
0.000012
0.000040
0.000073
0.000031
0.000080
0.000224
0.000115
0.000094
0.000013
0.000022
0.000010
0.000040
0.000070
0.000085
0.000074
0.000086
0.000011
0.000066
0.000062
0.000033
0.000038
0.000054
0.000028
0.000095
0.000004
0.000120
0.000024
171798573.723656
0.000110
0.000304
0.000048
0.000088
0.000115
0.001107
0.001073
0.001106
0.001267
0.000050
0.000666
0.000525
0.000222
0.000397
0.000127
0.002800
0.001833
0.001497
0.000320
0.001030
0.001936
0.000225
0.000113
0.000405
0.000932
0.001325
0.001221
0.000529
0.000233
0.000553
0.000235
0.000198
0.000415
0.000130
0.000168
0.000642
0.000424
0.000490
0.000005
0.000808
0.001717
0.000291
0.000133
0.000074
0.000231
0.002532
0.001503
0.000392
0.002882
0.002534
0.002100
0.002342
0.007987
0.001743
0.006916
0.002580
0.007576
0.002037
0.021438
0.009044
0.059068
0.004039
0.016888
0.007027
0.009370
0.014755
0.036071
0.011563
0.010241
0.014908
0.003859
0.008014
0.057012
0.063535
0.125195
0.015001
0.041884
0.048248
0.168042
0.004275
0.019190
0.007086
0.041763
0.055492
0.022723
0.050980
0.037361
0.039147
0.044262
0.005664
0.180236
0.050572
0.113897
0.057551
0.017641
0.033707
0.017641
0.057551
0.113897
0.050572
0.180236
0.005664
0.044262
0.039147
0.037361
0.050980
0.022723
0.055492
0.041763
0.007086
0.019190
0.004275
0.168042
0.048248
0.041884
0.015001
0.125195
0.063535
0.057012
0.008014
0.003859
0.014908
0.010241
0.011563
0.036071
0.014755
0.009370
0.007027
0.016888
0.004039
0.059068
0.009044
0.021438
0.002037
0.007576
0.002580
0.006916
0.001743
0.007987
0.002342
0.002100
0.002534
0.002882
0.000392
0.001503
0.002532
0.000231
0.000074
0.000133
0.000291
0.001717
0.000808
0.000005
0.000490
0.000424
0.000642
0.000168
0.000130
0.000415
0.000198
0.000235
0.000553
0.000233
0.000529
0.001221
0.001325
0.000932
0.000405
0.000113
0.000225
0.001936
0.001030
0.000320
0.001497
0.001833
0.002800
0.000127
0.000397
0.000222
0.000525
0.000666
0.000050
0.001267
0.001106
0.001073
0.001107
0.000115
0.000088
0.000048
0.000304
0.000110
171798573.723656
0.000024
0.000120
0.000004
0.000095
0.000028
0.000054
0.000038
0.000033
0.000062
0.000066
0.000011
0.000086
0.000074
0.000085
0.000070
0.000040
0.000010
0.000022
0.000013
0.000094
0.000115
0.000224
0.000080
0.000031
0.000073
0.000040
0.000012
0.000040
0.000053
0.000123
0.000018

0.000137
0.000064
0.000011
0.000067
0.000109
0.000171
0.000193
0.000080
0.000030
0.000077
0.000046
0.000064
0.000027
0.000004
0.000149
0.000043
0.000030
0.000151
0.000190
0.000009
0.000042
0.000037
0.000058
0.000043
0.000075
0.000028
0.000129
0.000009
0.000053
0.000193
0.000147
0.000095
171798826.085049
0.000083
0.000425
0.000074
0.000012
0.000292
0.000291
0.000121
0.000243
0.001082
0.000955
0.000287
0.001844
0.000447
0.000650
0.001118
0.001282
0.000296
0.000106
0.000569
0.000346
0.000001
0.001236
0.002997
0.001094
0.000781
0.000950
0.001684
0.000198
0.000533
0.000226
0.000320
0.000992
0.000043
0.000764
0.000394
0.000568
0.000224
0.000342
0.000529
0.000130
0.000379
0.000473
0.000019
0.000089
0.001105
0.001278
0.002923
0.002210
0.000070
0.002558
0.006741
0.006566
0.000042
0.010760
0.007976
0.011904
0.009220
0.003037
0.009830
0.071788
0.014341
0.015476
0.009702
0.019169
0.006210
0.018240
0.064731
0.007799
0.029862
0.000572
0.042744
0.055027
0.017550
0.015762
0.027987
0.008134
0.034338
0.068318
0.107395
0.202594
0.148093
0.069006
0.040290
0.157114
0.008994
0.411708
0.012290
0.034403
0.031796
0.043351
0.059820
0.066358
0.031786
0.163161
0.050798
0.143570
0.050798
0.163161
0.031786
0.066358
0.059820
0.043351
0.031796
0.034403
0.012290
0.411708
