input file is VoiceMono.wav.
ファイルの長さは 149395 サンプル
サンプリング周波数は 48000 Hz
チャネル数は 1
1サンプルのビット数は 16 ビット
10.550781
27.853619
19.165192
9.241671
7.042211
7.910777
3.552186
6.351726
4.789167
3.846220
3.860107
2.192058
3.041597
1.812554
2.241437
2.064082
4.151483
2.852820
2.016241
1.931802
1.302881
1.892016
0.848869
0.954411
1.329817
1.386682
1.136836
1.153668
0.644928
1.215778
1.358262
0.900092
1.114685
1.913207
1.315088
1.636662
0.488731
1.214881
0.955021
0.845226
1.227905
1.630658
0.797212
1.528649
1.945056
2.432149
1.294868
3.406686
0.755135
0.527559
1.567588
0.241992
1.533080
0.458271
0.740595
0.404105
0.513159
0.607731
0.803649
0.174972
0.777445
0.467251
0.656043
0.363732
0.717996
0.652558
0.465242
0.628622
0.700189
0.860144
0.773470
0.217964
0.168386
0.508949
0.394575
0.141817
0.364572
0.307876
0.512385
0.654843
0.829505
0.623393
0.587449
0.633516
0.532728
0.598262
0.411056
0.431406
0.514206
0.545878
0.242688
0.465808
0.498764
0.457245
0.424456
0.404541
0.282551
0.241506
0.253814
0.572238
0.451183
0.188019
0.670031
0.348127
0.265984
0.404458
0.205973
0.649567
0.257793
0.662278
0.188169
0.492074
0.248498
0.448414
0.646700
0.806825
0.569777
0.680677
0.279070
0.704292
0.441507
0.683157
0.686443
0.605733
0.427993
0.347690
0.285673
0.565945
0.777344
0.565945
0.285673
0.347690
0.427993
0.605733
0.686443
0.683157
0.441507
0.704292
0.279070
0.680677
0.569777
0.806825
0.646700
0.448414
0.248498
0.492074
0.188169
0.662278
0.257793
0.649567
0.205973
0.404458
0.265984
0.348127
0.670031
0.188019
0.451183
0.572238
0.253814
0.241506
0.282551
0.404541
0.424456
0.457245
0.498764
0.465808
0.242688
0.545878
0.514206
0.431406
0.411056
0.598262
0.532728
0.633516
0.587449
0.623393
0.829505
0.654843
0.512385
0.307876
0.364572
0.141817
0.394575
0.508949
0.168386
0.217964
0.773470
0.860144
0.700189
0.628622
0.465242
0.652558
0.717996
0.363732
0.656043
0.467251
0.777445
0.174972
0.803649
0.607731
0.513159
0.404105
0.740595
0.458271
1.533080
0.241992
1.567588
0.527559
0.755135
3.406686
1.294868
2.432149
1.945056
1.528649
0.797212
1.630658
1.227905
0.845226
0.955021
1.214881
0.488731
1.636662
1.315088
1.913207
1.114685
0.900092
1.358262
1.215778
0.644928
1.153668
1.136836
1.386682
1.329817
0.954411
0.848869
1.892016
1.302881
1.931802
2.016241
2.852820
4.151483
2.064082
2.241437
1.812554
3.041597
2.192058
3.860107
3.846220
4.789167
6.351726
3.552186
7.910777
7.042211
9.241671
19.165192
27.853619

138.171875
324.237571
42.455546
24.857172
17.254936
8.981561
5.382848
2.126881
3.001188
4.160220
4.849159
3.819068
3.763895
2.040875
1.177786
3.712222
2.331355
2.087995
1.041960
0.611749
3.045507
0.820536
2.260108
1.339093
0.203639
2.593932
0.950028
0.609781
1.998572
2.949769
1.242241
1.370918
0.530439
0.903861
2.567523
3.109751
2.718119
1.783511
1.055396
0.841198
1.853487
0.761620
1.102392
0.772011
0.774307
0.697001
1.124234
1.150214
0.978248
0.672260
1.280399
1.304209
1.798108
0.629254
0.640269
1.156421
0.993134
1.289674
1.378014
0.824214
0.895516
0.468009
0.603123
0.146374
0.039063
0.925617
0.311394
0.886402
0.282188
0.644735
1.123909
0.578538
0.745793
0.434971
0.299896
0.699610
0.716534
0.353925
0.786480
0.301041
0.514819
0.488452
0.317324
0.700400
0.722260
0.158807
0.530690
0.205471
0.740089
0.181277
0.582214
0.726378
0.412673
0.682277
0.842174
0.499318
0.417739
0.369225
0.634711
0.492178
0.344439
1.414683
0.389507
0.287706
0.401416
0.343027
0.398469
0.361154
0.712723
0.200904
0.487056
0.635027
0.415905
1.046807
0.727285
0.284780
0.559081
0.690426
0.325853
0.793665
0.310462
0.459487
0.508785
0.323935
0.238641
0.562625
0.204033
0.512980
0.546875
0.512980
0.204033
0.562625
0.238641
0.323935
0.508785
0.459487
0.310462
0.793665
0.325853
0.690426
0.559081
0.284780
0.727285
1.046807
0.415905
0.635027
0.487056
0.200904
0.712723
0.361154
0.398469
0.343027
0.401416
0.287706
0.389507
1.414683
0.344439
0.492178
0.634711
0.369225
0.417739
0.499318
0.842174
0.682277
0.412673
0.726378
0.582214
0.181277
0.740089
0.205471
0.530690
0.158807
0.722260
0.700400
0.317324
0.488452
0.514819
0.301041
0.786480
0.353925
0.716534
0.699610
