input file is VoiceAndHighTone.wav.
ファイルの長さは 149395 サンプル
サンプリング周波数は 48000 Hz
チャネル数は 1
1サンプルのビット数は 16 ビット
15.281250
31.458650
22.083061
11.436844
10.074711
9.994899
7.334399
9.914046
6.751634
8.302071
7.290763
8.959907
10.767840
13.887077
19.629663
40.800332
124.303416
40.076386
16.192349
12.642729
8.337342
7.372663
5.844544
4.887278
3.871930
4.059381
3.336907
3.185150
2.577128
2.166254
2.626624
2.281867
1.763729
2.726683
2.319227
2.837722
1.734321
1.559249
1.837489
1.733812
1.476351
2.569035
0.683306
2.016505
2.456234
2.317539
1.316516
3.749938
0.810299
1.113625
1.848424
0.538725
1.905455
0.821386
1.284376
0.752303
0.763253
0.971947
1.147722
0.589725
1.018718
0.799912
0.978322
0.632371
0.968025
0.982347
0.817207
0.879217
0.918094
1.174999
1.117058
0.543601
0.467638
0.767712
0.707848
0.363680
0.572311
0.474575
0.663254
0.880955
1.046798
0.864594
0.842664
0.938341
0.879649
0.855775
0.564051
0.691635
0.752778
0.788475
0.521032
0.547125
0.668428
0.739852
0.523895
0.623889
0.654230
0.417608
0.521510
0.689877
0.556593
0.356898
0.784450
0.635871
0.399703
0.657323
0.295760
0.840022
0.607172
0.794681
0.477759
0.276888
0.366769
1.022366
0.916568
0.748873
0.943842
0.953787
0.293965
0.857915
0.574735
1.326427
0.805860
0.788801
0.304120
0.588232
0.315026
1.051378
0.937500
1.051378
0.315026
0.588232
0.304120
0.788801
0.805860
1.326427
0.574735
0.857915
0.293965
0.953787
0.943842
0.748873
0.916568
1.022366
0.366769
0.276888
0.477759
0.794681
0.607172
0.840022
0.295760
0.657323
0.399703
0.635871
0.784450
0.356898
0.556593
0.689877
0.521510
0.417608
0.654230
0.623889
0.523895
0.739852
0.668428
0.547125
0.521032
0.788475
0.752778
0.691635
0.564051
0.855775
0.879649
0.938341
0.842664
0.864594
1.046798
0.880955
0.663254
0.474575
0.572311
0.363680
0.707848
0.767712
0.467638
0.543601
1.117058
1.174999
0.918094
0.879217
0.817207
0.982347
0.968025
0.632371
0.978322
0.799912
1.018718
0.589725
1.147722
0.971947
0.763253
0.752303
1.284376
0.821386
1.905455
0.538725
1.848424
1.113625
0.810299
3.749938
1.316516
2.317539
2.456234
2.016505
0.683306
2.569035
1.476351
1.733812
1.837489
1.559249
1.734321
2.837722
2.319227
2.726683
1.763729
2.281867
2.626624
2.166254
2.577128
3.185150
3.336907
4.059381
3.871930
4.887278
5.844544
7.372663
8.337342
12.642729
16.192349
40.076386
124.303416
40.800332
19.629663
13.887077
10.767840
8.959907
7.290763
8.302071
6.751634
9.914046
7.334399
9.994899
10.074711
11.436844
22.083061
31.458650

133.437500
324.880820
47.215037
27.700880
21.804283
12.291977
10.609611
7.046275
8.073408
9.655173
12.650812
12.238971
14.419711
16.054016
19.487403
41.296889
361.522081
38.660837
17.054714
11.375281
11.345412
6.351995
5.534154
3.427481
4.089488
3.709470
2.043248
3.129831
2.954063
3.300630
1.683003
0.589264
2.181575
2.417696
2.318888
2.059400
1.512953
1.167836
0.454934
0.529280
1.128335
0.973593
0.610438
0.271262
1.274709
1.258691
0.671177
0.956101
0.506937
0.809474
1.027485
1.234021
1.485334
1.052811
0.892733
1.035129
0.622337
0.885120
0.992057
0.813926
0.810550
0.517440
0.675782
0.462582
0.411660
1.277212
0.575044
0.794119
0.216090
0.397736
1.034818
0.266144
0.706775
0.586029
0.550558
0.423940
0.721691
0.497464
0.829597
0.115940
0.227325
0.301757
0.442325
0.485505
0.627530
0.223084
0.677257
0.440055
0.487656
0.341418
0.434105
0.344350
0.549297
0.501977
0.853294
0.598030
0.426844
0.089460
0.619434
0.443161
0.358450
1.307023
0.369927
0.361721
0.239693
0.470773
0.141904
0.251977
0.467079
0.073695
0.749060
0.869343
0.409667
0.605297
1.157281
0.260975
0.066931
0.651732
0.186099
0.903550
0.075388
0.831243
0.326916
0.227010
0.168041
0.687036
0.223146
0.534972
0.179688
0.534972
0.223146
0.687036
0.168041
0.227010
0.326916
0.831243
0.075388
0.903550
0.186099
0.651732
0.066931
0.260975
1.157281
0.605297
0.409667
0.869343
0.749060
0.073695
0.467079
0.251977
0.141904
0.470773
0.239693
0.361721
0.369927
1.307023
0.358450
0.443161
0.619434
0.089460
0.426844
0.598030
0.853294
0.501977
0.549297
0.344350
0.434105
0.341418
0.487656
0.440055
0.677257
0.223084
0.627530
0.485505
0.442325
0.301757
0.227325
0.115940
0.829597
0.497464
0.721691
